name,email,ssn,phone,address,transaction_amount,product,date,product_category,payment_method,store_location,customer_feedback,delivery_time_days,product_rating,quantity,brand
Mary Nguyen,taraboone@example.org,474-96-3435,+1-423-805-5116x3364,"23530 Russell Hollow, Johnville, AL 70745",1637.9,then,2022-01-11,Grocery,Cash,"West Dustin, Nebraska",Okay,9,1.6,1,Sony
Kathleen Owen,roseheather@example.org,311-83-5412,998.282.1136,"7774 Jacqueline Neck, New Carly, KY 65529",6036.7,when,1978-05-01,Furniture,UPI,"Lake Michelle, Ohio",Great service!,5,3.2,2,Adidas
Reginald Williams,cmarsh@example.com,164-04-8273,613.979.2773x45772,"USNS Castillo, FPO AA 14707",8440.4,voice,1983-11-04,Grocery,Debit Card,"East Vincentbury, Pennsylvania",Great service!,5,1.1,5,Nike
Dawn Farmer,hannajay@example.com,125-53-8364,5923856811,"37092 Nicholas Harbors Apt. 843, Alexanderburgh, NE 00927",8455.23,move,1973-11-08,Furniture,UPI,"Rothbury, Texas",Okay,3,4.0,5,Apple
Nathan Miller,muellersarah@example.net,640-49-5083,(590)731-5560x59526,"15210 Washington Estates Apt. 458, Lake Stephen, UT 90338",2496.86,collection,1970-11-08,Toys,Credit Card,"Jasonberg, Louisiana",Not satisfied,3,2.6,5,Samsung
Richard Moore,seancollins@example.net,454-49-5704,+1-617-579-0650x5651,"281 Matthew Mountain, Port Brettchester, OH 37727",8806.98,hit,2025-04-17,Grocery,Credit Card,"Ronaldport, Maryland",Will buy again,7,4.4,3,Samsung
Nancy Mcdaniel,sandersdiana@example.com,592-74-5163,(666)987-6325,"776 James Canyon Apt. 575, Alexismouth, MI 43497",8912.77,business,2010-01-24,Furniture,UPI,"Fischerberg, Oregon",Poor quality,4,2.4,3,Apple
Heidi Stevens,sarahwhitaker@example.net,499-28-4479,984-467-6803,"013 Sara Fort Suite 421, North Levishire, ID 45303",9780.76,even,2019-02-18,Electronics,Net Banking,"New Sarah, Minnesota",Okay,7,2.8,3,Samsung
Christine Reilly,jamesthompson@example.com,849-93-2659,850-663-3518x3564,"8215 Marsh Meadows, South Deannafort, MN 96045",3180.43,PM,2002-01-31,Toys,UPI,"New Johnathanstad, Iowa",Okay,4,3.1,1,Samsung
Steven Hudson,lhansen@example.com,597-71-5693,671-412-3422x5430,"33590 Morris Greens, Maryberg, NV 91402",7142.66,source,2023-12-12,Books,Net Banking,"East Robert, New Mexico",Will buy again,9,1.1,3,Adidas
Susan Graham,stephanieduncan@example.com,774-14-4881,(813)365-7480x75644,"916 Rogers Springs, North Kyle, MH 50106",5072.79,body,2004-03-03,Books,Cash,"Olsonfort, Arkansas",Poor quality,4,2.5,1,Nike
Dr. Daniel Bennett PhD,james05@example.net,108-25-9434,001-609-966-7199x133,"779 Eric Garden, Rodriguezport, CA 73604",4172.27,design,2006-09-13,Clothing,UPI,"Paulberg, Florida",Fast shipping,10,1.0,3,Apple
Lisa Walker,katherine73@example.net,597-87-1869,+1-398-491-7042x54597,"59967 Webster Trafficway, Douglasside, NJ 73214",9010.38,drop,1990-12-08,Electronics,UPI,"Port Kevinville, North Dakota",Okay,8,2.0,5,Nike
George Morris,bradleysarah@example.org,315-53-5707,747.982.3580x81375,"6568 Wang Valleys, North Alexandraburgh, DC 65671",6723.47,majority,1983-07-25,Grocery,UPI,"East Scott, Alabama",Okay,8,5.0,1,Ikea
Trevor Brown,tranjane@example.com,541-79-3088,(378)809-0695,"241 Frank Trace Suite 321, Hammondport, HI 11245",4940.45,place,1985-09-10,Clothing,UPI,"Reeseberg, Vermont",Okay,1,3.9,1,Apple
Kathryn Jordan,guerrerorobert@example.net,444-21-5106,770.395.8835,"Unit 2913 Box 4880, DPO AP 56713",9757.6,himself,1978-08-27,Clothing,Net Banking,"South Lauren, Kansas",Will buy again,3,3.0,4,Apple
Jeremy Carroll,tina86@example.net,043-48-7578,236-411-7958x6387,"1897 Parsons Ramp Apt. 121, Port Emilyburgh, ME 87357",4091.3,well,1974-06-03,Grocery,PayPal,"Nashview, Louisiana",Okay,5,3.3,1,Ikea
Rebecca Sanchez,riversdavid@example.org,843-06-5699,674.550.4677,"74111 Phillips Lane, Landryland, PA 59697",1900.93,three,1991-11-09,Books,Cash,"Sheilaview, New Jersey",Great service!,2,1.8,2,Sony
Cody Mooney MD,djohnson@example.net,027-01-4999,(504)367-2575x9548,"603 Heath Squares Apt. 028, Lake Robin, MP 87620",7953.62,yes,1973-05-07,Home,Credit Card,"Lake Juanhaven, North Carolina",Not satisfied,8,1.6,4,Adidas
Jacob Thompson,ehenry@example.com,574-37-9896,7378899902,"30586 Anderson Meadows Suite 459, North Dustin, UT 26127",2316.76,chair,1997-11-21,Home,Cash,"Gentryfurt, Maine",Will buy again,1,3.3,1,Sony
Melanie Rios,barrdonna@example.org,397-35-2970,(542)757-6911x7102,"605 Michelle Radial, Joshuatown, WA 78330",7247.0,pull,1975-07-19,Grocery,Net Banking,"Diazburgh, North Carolina",Okay,2,1.4,3,Ikea
Terry Davis,hscott@example.net,513-58-2943,882-836-3397x54785,"9268 Melissa Stravenue Apt. 435, Garcialand, SD 63646",6492.23,lawyer,2021-01-06,Books,Credit Card,"Andreafurt, Hawaii",Great service!,9,2.3,2,LG
Laura Hudson,nicholascharles@example.net,722-29-2421,001-420-893-3664,"10972 John Pike Suite 840, West Kevin, SC 72533",2002.5,develop,2012-08-13,Electronics,Cash,"Woodston, Nevada",Not satisfied,9,3.5,1,Ikea
Jennifer Brown,lukeanderson@example.com,717-19-1524,(593)637-9873,"09078 Debra Stravenue Apt. 086, Victoriaside, MH 16576",7789.95,conference,1982-02-18,Grocery,Net Banking,"East Lanceville, Louisiana",Great service!,3,4.1,2,LG
Mr. Brian Smith Jr.,harrisonkaren@example.com,380-41-1602,391.969.6296x3728,"990 Reynolds Flats, New Sarahmouth, MO 01405",242.61,responsibility,1977-01-23,Grocery,UPI,"West Donnahaven, Washington",Fast shipping,6,2.4,3,Nike
Thomas Harding,smithbeth@example.com,757-07-9429,990.731.3271x87191,"1965 Christopher Shoal Apt. 631, New John, PR 96389",86.16,hour,2013-02-05,Toys,Debit Card,"Baileyfort, Nebraska",Okay,5,1.2,5,Samsung
Jeffrey Cunningham,idavies@example.net,690-04-6814,(356)640-9765x042,"Unit 9503 Box 7949, DPO AP 73405",7462.96,military,2024-08-07,Grocery,UPI,"Leeland, Oregon",Not satisfied,10,1.9,4,Adidas
Matthew Wilson,william19@example.net,003-72-9366,678-516-9436,"320 Bautista Rapids Suite 589, New Maryville, MS 69447",1636.0,research,1996-07-09,Electronics,Net Banking,"North Melissahaven, Nebraska",Will buy again,3,4.3,5,Apple
Debbie Morris,morrisryan@example.org,508-58-3802,(851)668-9037x85824,"34033 Nicholas Underpass Apt. 439, Carolynmouth, IL 09923",4205.93,hit,2020-06-08,Furniture,UPI,"Jonesburgh, Montana",Will buy again,4,2.1,4,Apple
Jason Cline,jill82@example.com,659-25-0685,+1-992-232-9354x4918,"83699 Jimmy Extensions, South Joshua, NJ 59885",383.84,century,2006-07-13,Books,Credit Card,"New Kenneth, Rhode Island",Not satisfied,4,2.1,4,Samsung
Tommy Williams,hglenn@example.org,682-99-2590,(206)501-6182x9538,"0769 Miller Run, West Johnathanville, AZ 14473",7056.53,join,2014-06-11,Grocery,Net Banking,"New Cassandraton, Pennsylvania",Will buy again,3,3.6,1,LG
Cynthia Brooks,riveraanita@example.com,336-97-9159,395-556-7385x69162,"65247 Elizabeth Creek, North Michelle, ND 06925",4276.95,specific,1997-06-07,Books,PayPal,"Larryville, Missouri",Poor quality,1,1.5,4,Apple
Daniel Gomez,carlos98@example.net,467-53-9811,478.739.5353x7197,"31201 Mark Roads Suite 244, Meyersburgh, MN 15467",1553.12,race,2025-04-11,Toys,Credit Card,"West Robertburgh, Idaho",Will buy again,3,1.0,1,LG
Mary Baker,espinozamatthew@example.org,665-04-7145,+1-486-863-7864x093,"9350 Robinson Neck, Thomasside, DC 29760",7239.9,floor,2004-09-03,Grocery,Cash,"Stevensonton, Texas",Not satisfied,5,1.4,3,Adidas
Christopher Thompson,kathrynlopez@example.org,853-65-3982,513-894-8242,"4520 Jeffrey Views Apt. 867, Knightville, PR 22829",52.44,star,1979-08-01,Grocery,Credit Card,"Hectorshire, Arkansas",Fast shipping,1,4.0,2,Apple
Ivan Elliott,andrew11@example.com,870-63-5822,247-565-6059,"502 Payne Expressway, West Anthony, MP 73965",8122.86,whether,1999-01-01,Books,PayPal,"Mckenziechester, Virginia",Will buy again,9,1.3,3,LG
Elizabeth Adams,dlong@example.net,054-39-2995,721-206-3637,"67848 Delacruz Knolls Suite 545, Emilyland, MN 33570",6546.5,into,2002-08-19,Grocery,Debit Card,"Jasonland, Montana",Will buy again,6,4.6,2,Samsung
Matthew Ward,aguilarmichael@example.net,413-66-8285,+1-649-762-8532,"2089 Griffin Trafficway, North Allisonville, NV 66416",9135.49,assume,1995-09-10,Clothing,Debit Card,"Larsonport, Illinois",Great service!,2,3.1,3,Samsung
Brian Rowland,lmercado@example.org,745-88-9186,(351)908-1059x97911,"9447 Vance Via Apt. 229, Andersenborough, AK 04806",9081.91,respond,1987-08-03,Books,PayPal,"South Joshua, Texas",Poor quality,7,4.8,4,Nike
Keith Jackson,debraclark@example.net,552-01-2053,(556)770-1467x04560,"2132 Martin Wall Apt. 870, Melissaland, PR 46282",9036.7,boy,2016-07-24,Home,Credit Card,"Port Jill, Nevada",Not satisfied,7,2.5,5,Ikea
Sarah Jordan,allenjennifer@example.com,789-70-0578,426-469-3713x56870,"6005 Debbie Brook Apt. 970, Sarahview, PW 71649",7944.5,whatever,1971-01-30,Home,Net Banking,"North Joshuastad, Illinois",Will buy again,4,2.7,2,Sony
Mark Murphy,marythompson@example.com,689-57-5502,(308)996-6656,"38557 Daniel Avenue, Adamsborough, DC 21297",2912.79,eat,2021-12-09,Electronics,Cash,"Lake Tanyastad, Utah",Poor quality,5,4.0,4,Samsung
Duane Patterson,rollinsmatthew@example.org,680-63-6526,(818)670-1412x971,"989 Zavala Meadow Apt. 943, East Sara, WA 14049",1574.72,put,2023-11-05,Furniture,PayPal,"Danielleville, New Jersey",Great service!,8,1.5,3,LG
Lindsay Reid,mary70@example.org,715-81-6462,218-924-3902x138,"901 Stephanie Unions Apt. 364, Ericburgh, MT 78140",8928.62,short,2002-11-01,Toys,UPI,"East Seanhaven, Ohio",Will buy again,1,1.1,1,Nike
Debra Hall,lynn44@example.org,756-67-6326,+1-208-662-3735x49451,"784 Garcia Stravenue, North Kimberly, VI 48776",102.72,positive,1991-10-04,Electronics,Debit Card,"Perryborough, Virginia",Will buy again,1,4.6,3,Nike
Renee Mitchell,pbrooks@example.com,546-31-9565,+1-922-646-4654x56803,"15747 Nicole Land Suite 467, West Daniel, WY 97334",5086.86,control,1993-12-30,Home,Debit Card,"Collinschester, Arizona",Not satisfied,8,3.1,3,Nike
Melissa Kent,michaelcruz@example.org,279-40-1129,+1-885-745-0487x4402,"6620 Sutton Lake, East Nathan, TX 37879",6543.99,choose,1988-09-09,Furniture,Credit Card,"Rodriguezport, Massachusetts",Fast shipping,3,4.4,4,Ikea
Brittany Doyle,suzannerobertson@example.com,238-64-1327,(804)486-2249x23434,"7526 Jeremy Squares, Rebeccamouth, MA 02455",9453.92,subject,1999-05-21,Toys,Cash,"New Jonathan, Arizona",Great service!,8,3.4,4,Adidas
Amy Jones,smithhannah@example.net,173-58-7576,001-539-697-5209,"PSC 5743, Box 1039, APO AA 84298",6549.48,itself,2001-01-27,Electronics,Net Banking,"Craigport, Wyoming",Not satisfied,5,3.3,3,Adidas
Justin Schwartz,ramirezkevin@example.org,361-48-7263,+1-301-393-1237x525,"565 Graham Alley Suite 092, South William, FM 63086",2034.56,agency,2008-09-16,Grocery,Debit Card,"Chungville, Nebraska",Poor quality,10,2.6,3,Samsung
Marc Marquez,nicoleharmon@example.net,898-76-2011,297-472-9697x236,"710 Roberts Locks Suite 601, Rodneyfort, TX 10231",7768.9,truth,1989-12-15,Furniture,PayPal,"Heatherport, California",Okay,7,3.9,3,Sony
Lynn Levy,katherinecervantes@example.net,869-74-8318,4658699840,"582 Sanders Extensions, Rossfort, FM 31067",2161.97,campaign,1983-01-10,Furniture,Net Banking,"Port Nicholas, Missouri",Great service!,3,2.0,3,Nike
Jennifer Golden,james86@example.org,518-33-7439,(537)359-4026x854,"471 Ryan Falls Suite 690, West Sandra, MA 80543",7732.64,girl,1990-05-18,Clothing,Net Banking,"Christopherfurt, Missouri",Great service!,2,2.4,5,Nike
Sarah Stanley,michael66@example.org,394-03-6662,273.835.5917x6762,"61463 Todd Harbors, Port Jonathanfurt, MS 13975",9715.2,page,1985-03-03,Furniture,Cash,"Lake Paulton, Ohio",Great service!,7,4.9,3,Samsung
Christine Morales,owilson@example.org,386-71-9935,(495)654-2829x88538,"Unit 9164 Box 9151, DPO AP 20791",5684.61,travel,1988-03-20,Toys,Cash,"Charlesstad, Colorado",Fast shipping,7,2.0,3,Apple
Kristen Hernandez,alexandriashaw@example.com,286-66-9067,001-266-554-8196x93382,"4529 Fox Glen Apt. 548, Suzanneport, KS 16286",1695.36,decide,2005-02-10,Grocery,UPI,"Jamesport, New Mexico",Not satisfied,7,1.4,2,Sony
Jill Johnson,nguyentara@example.net,876-76-9428,343.774.7367,"04522 Nelson Walk Suite 384, New Jill, TX 77064",9958.4,improve,2014-01-12,Grocery,UPI,"South Mitchell, Georgia",Fast shipping,2,3.0,4,LG
Scott Ramirez MD,mark32@example.com,709-36-5324,(833)878-2965x60958,"729 Lewis Knoll Suite 141, Joeborough, AL 04043",1433.19,direction,1982-07-08,Toys,Net Banking,"Hofort, Colorado",Fast shipping,1,2.5,3,Nike
Ashley Riddle,perezkristin@example.org,348-05-7008,712-233-4718x903,"84521 Harmon Plains Suite 600, Port Michaelfurt, ME 71381",6346.31,suddenly,2024-02-25,Electronics,Net Banking,"North Michele, Hawaii",Fast shipping,8,4.9,4,Ikea
Mrs. Sydney Robinson,claudiaperry@example.com,155-16-6581,412.248.2625x938,"0074 Vincent Bypass Apt. 853, Port Cassandra, PA 64318",6134.26,bar,1998-10-12,Clothing,UPI,"Prattton, Arkansas",Great service!,6,3.2,3,Apple
Travis Nunez,mary36@example.net,706-80-0867,737-365-0419,"2919 Patel Tunnel Suite 671, Zacharytown, MD 66730",7745.52,cultural,1992-11-02,Grocery,PayPal,"Port Amanda, South Dakota",Poor quality,10,2.5,2,Ikea
John Poole,kendra89@example.net,241-11-8186,001-822-233-9063,"58063 Stephanie Motorway, Robertsonstad, MA 70052",4259.7,exactly,2017-03-16,Furniture,PayPal,"West Annemouth, North Carolina",Will buy again,10,3.0,1,Sony
John Ryan,john57@example.net,461-56-1192,5115200697,"453 Matthew Springs, North Jesse, MP 09855",2997.8,best,1993-01-02,Grocery,Cash,"Brownchester, Florida",Great service!,10,3.5,3,Samsung
Russell Blevins,michelle98@example.org,227-68-7882,001-445-453-5600x490,"PSC 5814, Box 2249, APO AE 08017",1874.73,activity,2023-11-10,Home,Credit Card,"Lake Michael, Arizona",Fast shipping,7,2.9,4,LG
Ann George,michellerussell@example.net,429-36-6320,(206)501-6809x6405,"77488 Chen Ferry, North Nathanview, MO 77919",3499.24,include,1985-05-11,Clothing,UPI,"Robinland, Pennsylvania",Okay,6,1.2,3,Apple
Jesse Clark,fostersean@example.org,220-68-3517,796.515.5263,"71363 Hernandez Hill Apt. 176, Johnsonmouth, DC 56182",8520.69,hair,1995-01-27,Books,UPI,"Brianmouth, Hawaii",Will buy again,7,2.5,1,Samsung
Linda Carrillo,yholmes@example.net,892-53-2477,(722)276-6101x6953,"44340 Obrien Trafficway Suite 866, Carolynfort, GU 75966",8586.13,organization,2012-09-11,Books,Debit Card,"Port Heather, Alabama",Poor quality,7,2.6,1,Ikea
Michelle Moreno,rachael16@example.org,204-70-0769,914.358.7657x908,"63928 Kyle Fords Suite 792, East James, KS 59415",5295.59,song,1978-02-07,Furniture,Debit Card,"Philipside, North Dakota",Poor quality,10,1.8,3,Ikea
Kimberly Sexton,shawbrett@example.com,254-44-6128,471-893-2047x36122,"3496 Catherine Light Apt. 223, Josephchester, PR 35190",8977.19,interview,2025-06-01,Toys,Debit Card,"Guerreroton, Hawaii",Will buy again,4,3.6,2,Sony
Brian Mcgrath,williambridges@example.net,699-42-1025,(979)975-5546x7166,"428 Rodney Plains, Rayton, CO 36752",2015.71,catch,1989-07-20,Home,Debit Card,"Mendozaburgh, Minnesota",Will buy again,2,2.4,5,Apple
Tracy Lam,youngjohn@example.org,726-53-5673,(952)922-3104x86691,"900 Ronald Centers Apt. 184, West Tiffanystad, AS 67922",3489.18,resource,2019-04-26,Home,Cash,"Thomaston, Hawaii",Great service!,8,4.3,3,LG
Joan Ramos,vicki96@example.com,510-56-8915,001-669-446-7945x629,"USNV Cox, FPO AA 50262",2044.4,season,2013-03-05,Furniture,Cash,"Bowmanside, Missouri",Poor quality,9,3.3,5,LG
Michael Torres MD,angelamartin@example.org,676-27-2907,001-923-497-8740x82260,"2623 Patricia Locks, Lake Kayla, DE 73420",9928.14,institution,1989-02-25,Books,Credit Card,"Jessicaborough, Tennessee",Not satisfied,8,2.9,4,Samsung
Mary Stewart,donnawells@example.com,341-96-7339,809-646-4725x49887,"910 April Hollow, Cohenfort, AR 06812",1178.54,opportunity,1997-05-05,Electronics,Net Banking,"South Jessicaberg, Montana",Poor quality,4,4.0,4,LG
Rhonda Stafford,alan91@example.com,300-43-3501,966-762-4763x434,"622 Martinez Road, Lake Jacobville, TN 21641",9105.45,develop,2017-07-26,Electronics,Debit Card,"Howardshire, Missouri",Fast shipping,5,3.1,4,Ikea
Michael Hughes,mccoyapril@example.net,160-13-3788,435-391-4806x4310,"6512 Saunders Islands, South Stephaniefort, AZ 71004",501.76,stay,1971-08-02,Furniture,PayPal,"Danielmouth, Georgia",Poor quality,9,4.2,5,Apple
Amy Williams,arthur23@example.org,301-40-6641,(930)926-5640,"834 Rhonda Course, Amberfurt, TN 27795",4468.29,spring,1989-11-30,Toys,PayPal,"Hernandezton, North Dakota",Great service!,4,3.7,5,Apple
Shawn Solomon,bryantnatasha@example.org,284-50-8343,+1-748-406-6183x041,"2379 Sarah Ville, Gregoryfurt, GA 08467",9372.16,nice,2003-05-18,Clothing,Net Banking,"Lake Christopher, Delaware",Not satisfied,7,1.4,2,Sony
Catherine Scott,lawrencecynthia@example.net,274-23-1336,563-882-7641,"8811 Sarah Mount Apt. 974, East Kellyfurt, IL 47883",9244.64,great,1991-03-30,Home,PayPal,"Port Christinabury, California",Great service!,7,4.4,1,Apple
Katie Johnson,boydbill@example.net,804-27-5877,+1-871-655-6557,"340 Amy Village Apt. 116, Phillipsside, ME 15422",8540.79,material,2011-05-21,Clothing,Cash,"Deckerstad, Alabama",Will buy again,4,4.0,1,LG
Jennifer Woods,juancruz@example.org,486-41-3164,588-662-9856x788,"209 Philip Parks, Jonesside, KY 98133",9240.63,prove,2009-07-25,Toys,Credit Card,"Natashatown, Arkansas",Okay,3,2.8,3,Adidas
John Holloway,powellwilliam@example.net,831-98-2590,(624)482-9475,"75082 Munoz Square Apt. 817, Kristihaven, MS 02504",3211.54,least,2021-02-17,Home,Cash,"South Kevinside, Kentucky",Fast shipping,5,1.4,3,Apple
Allison Cook,hallbrian@example.net,226-20-0452,+1-233-485-4803,"8455 Moore Haven, Port Tamara, HI 87414",9839.3,billion,1985-09-03,Clothing,Debit Card,"Danielville, South Dakota",Not satisfied,1,3.4,5,Nike
Mr. Craig Robertson PhD,candrews@example.com,609-70-5287,4395022737,"7481 Frederick Well Apt. 101, Port Kimberlyburgh, RI 44317",9452.32,if,1987-03-11,Clothing,Credit Card,"Davidtown, New Hampshire",Poor quality,5,1.8,5,Adidas
Christopher Dominguez,wray@example.com,289-26-9906,(424)827-4022,"11358 Dillon Land Apt. 260, North Christy, WY 18032",2830.87,reach,1976-06-10,Furniture,UPI,"South Erin, Hawaii",Not satisfied,8,1.6,1,Apple
Mark Perez,michelle03@example.org,253-81-7636,(572)867-9695,"6851 Megan Flats Suite 677, North Karen, WY 39821",1538.35,deal,2017-03-14,Furniture,Debit Card,"Yorkshire, Delaware",Not satisfied,4,3.6,5,Apple
Erik Stafford,janicenelson@example.org,743-29-5544,+1-350-744-8361x90783,"6317 Little Row Suite 546, Matthewchester, FL 90891",3171.12,church,1986-08-28,Books,PayPal,"Bobbychester, Nevada",Okay,3,2.5,2,Samsung
Heather Mckee,qmassey@example.net,106-17-2526,7303309324,"PSC 0556, Box 3770, APO AP 34056",2273.37,ask,1972-09-09,Toys,Debit Card,"New Richardstad, Georgia",Not satisfied,10,2.3,5,Sony
Elizabeth Howard,matthewbrooks@example.net,552-56-3289,+1-651-953-2932x73657,"12899 Anna Squares, West Jeremyton, VA 10787",1583.1,remember,2017-04-03,Electronics,Cash,"South Bailey, West Virginia",Will buy again,1,3.1,1,Apple
Deborah Castillo,kirkcorey@example.com,453-25-3897,397-800-3091,"USS Kelly, FPO AA 00919",5392.26,individual,1987-09-25,Clothing,Cash,"Lake Ginaport, Wyoming",Will buy again,1,2.6,3,Sony
Brenda Walker,valvarez@example.com,624-08-4174,+1-626-539-4457,"154 Amy Springs Suite 579, Lake Katelyn, KY 36289",2445.69,our,2003-02-27,Grocery,Debit Card,"East Adrianview, Rhode Island",Poor quality,2,2.5,3,Samsung
Robert Alvarez,huynhvanessa@example.com,819-59-2434,+1-642-529-5816,"6563 Tyler Springs, Port Thomasbury, NJ 13566",4224.37,special,1981-11-23,Toys,Cash,"East Mariaburgh, South Carolina",Poor quality,7,5.0,4,LG
Michael Scott,marie82@example.net,472-23-6915,001-653-369-1787,"483 Anderson Key Suite 063, Edwardsmouth, PW 10090",7700.77,chair,1973-08-09,Electronics,Credit Card,"Johnsonhaven, Vermont",Poor quality,6,2.1,5,Apple
Nancy Haynes,mitchellmarcus@example.org,645-02-0099,+1-996-706-6059x64752,"1431 Matthew Mall, Port Sandra, ND 58477",3381.84,hair,2022-04-19,Books,UPI,"Rachelland, Wyoming",Fast shipping,3,2.0,3,Apple
Janice Woodward,christopher79@example.com,879-04-7236,(678)286-6283x13735,"784 Barrett Field, Mitchellstad, NE 22344",1444.1,close,2006-03-27,Books,PayPal,"Justinberg, Maine",Okay,10,4.0,3,Ikea
Angela Larson,jamesmacdonald@example.net,875-21-1010,407.441.7628x730,"789 Jennings Bypass Suite 177, West Jason, DE 77444",7856.59,force,2003-12-18,Furniture,Debit Card,"Mariechester, Iowa",Will buy again,9,2.3,4,Adidas
Ricardo Adams,stephensoncourtney@example.net,654-80-4895,+1-512-633-3793,"79080 Shelby Bypass Apt. 523, South Laura, MO 22380",769.76,sister,2019-11-29,Grocery,Net Banking,"North Michael, Colorado",Fast shipping,10,3.9,3,LG
